208.664062	-312.996094	-482.535645	208.664062
234.747070	-286.913086	-469.494141	234.747070
273.871582	-195.622559	-443.411133	273.871582
247.788574	-117.373535	-339.079102	247.788574
273.871582	-91.290527	-326.037598	273.871582
273.871582	-39.124512	-299.954590	273.871582
234.747070	-65.207520	-247.788574	234.747070
234.747070	-65.207520	-260.830078	234.747070
234.747070	-78.249023	-286.913086	234.747070
247.788574	-78.249023	-286.913086	247.788574
247.788574	-78.249023	-299.954590	247.788574
247.788574	-78.249023	-273.871582	247.788574
208.664062	-78.249023	-247.788574	208.664062
208.664062	-26.083008	-221.705566	208.664062
221.705566	-13.041504	-195.622559	221.705566
234.747070	-26.083008	-221.705566	234.747070
221.705566	-13.041504	-208.664062	221.705566
221.705566	-39.124512	-221.705566	221.705566
247.788574	-65.207520	-273.871582	247.788574
247.788574	-39.124512	-247.788574	247.788574
234.747070	-39.124512	-234.747070	234.747070
260.830078	13.041504	-208.664062	260.830078
234.747070	-26.083008	-195.622559	234.747070
208.664062	78.249023	-156.498047	208.664062
234.747070	13.041504	-156.498047	234.747070
234.747070	91.290527	-130.415039	234.747070
221.705566	78.249023	-117.373535	221.705566
221.705566	104.332031	-52.166016	221.705566
234.747070	104.332031	-117.373535	234.747070
208.664062	78.249023	-91.290527	208.664062
221.705566	91.290527	-78.249023	221.705566
221.705566	169.539551	-26.083008	221.705566
234.747070	182.581055	-13.041504	234.747070
208.664062	260.830078	78.249023	208.664062
221.705566	299.954590	130.415039	221.705566
221.705566	378.203613	182.581055	221.705566
221.705566	352.120605	156.498047	221.705566
208.664062	326.037598	156.498047	208.664062
247.788574	326.037598	117.373535	247.788574
247.788574	352.120605	117.373535	247.788574
260.830078	299.954590	78.249023	260.830078
273.871582	312.996094	91.290527	273.871582
247.788574	352.120605	104.332031	247.788574
247.788574	326.037598	117.373535	247.788574
234.747070	326.037598	117.373535	234.747070
273.871582	326.037598	104.332031	273.871582
260.830078	326.037598	91.290527	260.830078
247.788574	286.913086	78.249023	247.788574
260.830078	273.871582	39.124512	260.830078
260.830078	247.788574	13.041504	260.830078
260.830078	234.747070	0.000000	260.830078
260.830078	234.747070	13.041504	260.830078
286.913086	273.871582	26.083008	286.913086
286.913086	312.996094	39.124512	286.913086
312.996094	299.954590	52.166016	312.996094
286.913086	286.913086	26.083008	286.913086
286.913086	299.954590	39.124512	286.913086
299.954590	299.954590	26.083008	299.954590
299.954590	247.788574	0.000000	299.954590
312.996094	273.871582	0.000000	312.996094
299.954590	286.913086	0.000000	299.954590
326.037598	312.996094	52.166016	326.037598
299.954590	339.079102	65.207520	299.954590
299.954590	339.079102	104.332031	299.954590
299.954590	391.245117	78.249023	299.954590
312.996094	378.203613	130.415039	312.996094
339.079102	339.079102	52.166016	339.079102
286.913086	326.037598	52.166016	286.913086
326.037598	326.037598	39.124512	326.037598
326.037598	286.913086	0.000000	326.037598
326.037598	286.913086	0.000000	326.037598
299.954590	299.954590	26.083008	299.954590
312.996094	286.913086	13.041504	312.996094
352.120605	339.079102	39.124512	352.120605
339.079102	326.037598	13.041504	339.079102
352.120605	312.996094	-13.041504	352.120605
352.120605	260.830078	-52.166016	352.120605
352.120605	234.747070	-52.166016	352.120605
326.037598	260.830078	-78.249023	326.037598
339.079102	234.747070	-65.207520	339.079102
339.079102	221.705566	-39.124512	339.079102
312.996094	234.747070	-65.207520	312.996094
299.954590	260.830078	-13.041504	299.954590
299.954590	273.871582	13.041504	299.954590
299.954590	260.830078	26.083008	299.954590
273.871582	260.830078	0.000000	273.871582
273.871582	260.830078	13.041504	273.871582
273.871582	221.705566	-13.041504	273.871582
273.871582	182.581055	-65.207520	273.871582
234.747070	156.498047	-39.124512	234.747070
286.913086	143.456543	-104.332031	286.913086
260.830078	156.498047	-78.249023	260.830078
286.913086	156.498047	-65.207520	286.913086
273.871582	195.622559	-65.207520	273.871582
299.954590	182.581055	-65.207520	299.954590
273.871582	208.664062	-65.207520	273.871582
312.996094	169.539551	-52.166016	312.996094
286.913086	182.581055	-104.332031	286.913086
299.954590	156.498047	-91.290527	299.954590
286.913086	143.456543	-117.373535	286.913086
312.996094	143.456543	-117.373535	312.996094
273.871582	104.332031	-117.373535	273.871582
312.996094	143.456543	-156.498047	312.996094
286.913086	156.498047	-104.332031	286.913086
299.954590	182.581055	-52.166016	299.954590
286.913086	208.664062	-52.166016	286.913086
260.830078	130.415039	-104.332031	260.830078
312.996094	117.373535	-143.456543	312.996094
273.871582	52.166016	-169.539551	273.871582
273.871582	13.041504	-234.747070	273.871582
260.830078	0.000000	-234.747070	260.830078
260.830078	26.083008	-195.622559	260.830078
273.871582	91.290527	-156.498047	273.871582
234.747070	52.166016	-156.498047	234.747070
234.747070	52.166016	-156.498047	234.747070
234.747070	26.083008	-156.498047	234.747070
247.788574	39.124512	-169.539551	247.788574
208.664062	26.083008	-156.498047	208.664062
234.747070	0.000000	-208.664062	234.747070
234.747070	0.000000	-195.622559	234.747070
234.747070	-13.041504	-208.664062	234.747070
234.747070	13.041504	-195.622559	234.747070
247.788574	26.083008	-182.581055	247.788574
221.705566	26.083008	-156.498047	221.705566
208.664062	52.166016	-130.415039	208.664062
208.664062	39.124512	-143.456543	208.664062
208.664062	39.124512	-143.456543	208.664062
234.747070	26.083008	-156.498047	234.747070
221.705566	13.041504	-156.498047	221.705566
221.705566	39.124512	-169.539551	221.705566
234.747070	26.083008	-169.539551	234.747070
234.747070	26.083008	-182.581055	234.747070
247.788574	26.083008	-169.539551	247.788574
260.830078	65.207520	-156.498047	260.830078
234.747070	39.124512	-169.539551	234.747070
208.664062	39.124512	-156.498047	208.664062
221.705566	26.083008	-169.539551	221.705566
234.747070	26.083008	-169.539551	234.747070
247.788574	26.083008	-182.581055	247.788574
234.747070	13.041504	-195.622559	234.747070
234.747070	13.041504	-182.581055	234.747070
247.788574	39.124512	-169.539551	247.788574
234.747070	39.124512	-143.456543	234.747070
247.788574	104.332031	-130.415039	247.788574
221.705566	104.332031	-117.373535	221.705566
260.830078	78.249023	-117.373535	260.830078
247.788574	65.207520	-143.456543	247.788574
208.664062	26.083008	-156.498047	208.664062
221.705566	0.000000	-195.622559	221.705566
221.705566	-26.083008	-208.664062	221.705566
208.664062	-26.083008	-221.705566	208.664062
208.664062	-52.166016	-208.664062	208.664062
195.622559	-39.124512	-195.622559	195.622559
169.539551	-39.124512	-182.581055	169.539551
156.498047	-26.083008	-143.456543	156.498047
143.456543	-39.124512	-169.539551	143.456543
130.415039	-104.332031	-182.581055	130.415039
117.373535	-117.373535	-208.664062	117.373535
91.290527	-156.498047	-221.705566	91.290527
91.290527	-156.498047	-234.747070	91.290527
91.290527	-169.539551	-195.622559	91.290527
91.290527	-130.415039	-208.664062	91.290527
91.290527	-130.415039	-169.539551	91.290527
39.124512	-117.373535	-156.498047	39.124512
91.290527	-130.415039	-156.498047	91.290527
26.083008	-130.415039	-143.456543	26.083008
65.207520	-156.498047	-169.539551	65.207520
65.207520	-130.415039	-182.581055	65.207520
65.207520	-156.498047	-195.622559	65.207520
78.249023	-143.456543	-182.581055	78.249023
78.249023	-143.456543	-169.539551	78.249023
52.166016	-117.373535	-143.456543	52.166016
78.249023	-91.290527	-130.415039	78.249023
52.166016	-65.207520	-104.332031	52.166016
91.290527	-52.166016	-91.290527	91.290527
65.207520	-52.166016	-78.249023	65.207520
52.166016	-78.249023	-117.373535	52.166016
65.207520	-91.290527	-117.373535	65.207520
39.124512	-143.456543	-143.456543	39.124512
39.124512	-143.456543	-156.498047	39.124512
65.207520	-169.539551	-195.622559	65.207520
39.124512	-169.539551	-182.581055	39.124512
52.166016	-143.456543	-143.456543	52.166016
52.166016	-117.373535	-143.456543	52.166016
52.166016	-130.415039	-130.415039	52.166016
39.124512	-91.290527	-104.332031	39.124512
26.083008	-104.332031	-117.373535	26.083008
0.000000	-91.290527	-78.249023	0.000000
39.124512	-143.456543	-104.332031	39.124512
39.124512	-117.373535	-130.415039	39.124512
65.207520	-104.332031	-156.498047	65.207520
117.373535	-104.332031	-156.498047	117.373535
91.290527	-91.290527	-169.539551	91.290527
91.290527	-130.415039	-182.581055	91.290527
91.290527	-78.249023	-156.498047	91.290527
91.290527	-65.207520	-104.332031	91.290527
78.249023	-13.041504	-104.332031	78.249023
78.249023	-65.207520	-78.249023	78.249023
117.373535	26.083008	-78.249023	117.373535
130.415039	26.083008	-78.249023	130.415039
143.456543	52.166016	-52.166016	143.456543
130.415039	117.373535	0.000000	130.415039
143.456543	182.581055	104.332031	143.456543
143.456543	299.954590	169.539551	143.456543
208.664062	417.328125	260.830078	208.664062
247.788574	521.660156	286.913086	247.788574
234.747070	586.867676	404.286621	234.747070
208.664062	639.033691	430.369629	208.664062
234.747070	691.199707	508.618652	234.747070
234.747070	756.407227	534.701660	234.747070
221.705566	730.324219	521.660156	221.705566
208.664062	717.282715	573.826172	208.664062
143.456543	704.241211	573.826172	143.456543
117.373535	612.950684	534.701660	117.373535
117.373535	560.784668	456.452637	117.373535
65.207520	378.203613	378.203613	65.207520
39.124512	234.747070	234.747070	39.124512
-13.041504	52.166016	91.290527	-13.041504
-39.124512	-91.290527	-26.083008	-39.124512
-65.207520	-208.664062	-117.373535	-65.207520
-78.249023	-221.705566	-104.332031	-78.249023
-13.041504	-221.705566	-143.456543	-13.041504
0.000000	-156.498047	-156.498047	0.000000
26.083008	-169.539551	-143.456543	26.083008
26.083008	-130.415039	-156.498047	26.083008
52.166016	-182.581055	-182.581055	52.166016
65.207520	-195.622559	-208.664062	65.207520
39.124512	-130.415039	-169.539551	39.124512
65.207520	-91.290527	-91.290527	65.207520
78.249023	-91.290527	-143.456543	78.249023
65.207520	-117.373535	-130.415039	65.207520
104.332031	-78.249023	-156.498047	104.332031
104.332031	-52.166016	-117.373535	104.332031
104.332031	13.041504	-65.207520	104.332031
91.290527	-13.041504	-78.249023	91.290527
104.332031	-26.083008	-91.290527	104.332031
104.332031	-26.083008	-117.373535	104.332031
